AGENT_ID,total_ptps,fulfilled,fulfillment_rate,avg_dpd,repromise_rate,visit_rate,remarks_count,tier,last_3_activity,tier_insight
716,171,96,0.5614,148.55,0.9825,1.0,74,Mid,"{""last_3_remarks"": ""Visited on customer residence address customer not available in home met his mother and daughter she called them he say he will be pay on 20 april |Visited on customer residence address customer met at home he say he will be pay on 22 April |Visited on customer residence address customer met at home he say he will be pay on 28 april"", ""last_3_Total_Outstanding"": ""17938|17545|370936"", ""last_3_ptp_date"": ""2026-04-16:2026-04-14:2026-04-14"", ""last_3_promised_date"": ""2026-05-05:2026-05-05:2026-05-05""}",Mid: fulfillment 56.1% (6.2pt below cohort avg 62.3%) | works tough accounts (avg DPD 149d vs 64d cohort) | heavy field-visit usage (100%) | high volume (171 PTPs) — tier is statistically reliable
8531,43,24,0.5581,26.84,1.0,1.0,43,Mid,"{""last_3_remarks"": ""Customer pay till today evening |Customer pay till monday |Customer pay till 21st April "", ""last_3_Total_Outstanding"": ""141536|329283|141536"", ""last_3_ptp_date"": ""2026-04-21:2026-04-20:2026-04-19"", ""last_3_promised_date"": ""2026-05-05:2026-05-05:2026-05-05""}",Mid: fulfillment 55.8% (6.5pt below cohort avg 62.3%) | works cleaner accounts (avg DPD 27d vs 64d cohort) | heavy field-visit usage (100%)
9074,135,75,0.5556,82.91,0.6815,1.0,133,Mid,"{""last_3_remarks"": ""Customer se milke baat hui or samjhaya 1 emi payment karai |Visit customer address, customer nahi mile enki sister mili , customer call attend nahi kar rahe the sister ne call par baat karai customer bol raha aaj sham ya kal tak payment karane ka .|Customer se milke baat hui he bol rahe market me fund fasa huaa he last month bhi badi muskil se pesa arrange Kiya tha es month ka kuchh bhi confirm nahi bol rahe he , ho gaya to kar denge nahi to nahi kar payenge "", ""last_3_Total_Outstanding"": ""12204|86645|136551"", ""last_3_ptp_date"": ""2026-04-23:2026-04-23:2026-04-22"", ""last_3_promised_date"": ""2026-05-05:2026-05-05:2026-05-05""}",Mid: fulfillment 55.6% (6.7pt below cohort avg 62.3%) | works tough accounts (avg DPD 83d vs 64d cohort) | low re-promise rate 68% — tends to escalate rather than re-accept | heavy field-visit usage (100%) | high volume (135 PTPs) — tier is statistically reliable
7209,105,58,0.5524,120.77,0.981,1.0,104,Mid,"{""last_3_remarks"": ""Ptp|Ptp|Ptp"", ""last_3_Total_Outstanding"": ""315049|78594|44647"", ""last_3_ptp_date"": ""2026-04-23:2026-04-17:2026-04-15"", ""last_3_promised_date"": ""2026-05-05:2026-05-05:2026-05-05""}",Mid: fulfillment 55.2% (7.1pt below cohort avg 62.3%) | works tough accounts (avg DPD 121d vs 64d cohort) | heavy field-visit usage (100%) | high volume (105 PTPs) — tier is statistically reliable
12705,40,22,0.55,3.55,0.8,0.0,40,Mid,"{""last_3_remarks"": ""customer will be today pay |customer will be pay 25 april |CUSTOMER WILL BE PAY 20 APRIL "", ""last_3_Total_Outstanding"": ""14999|42149|46909"", ""last_3_ptp_date"": ""2026-04-23:2026-04-23:2026-04-19"", ""last_3_promised_date"": ""2026-05-05:2026-05-05:2026-05-05""}",Mid: fulfillment 55.0% (7.3pt below cohort avg 62.3%) | works cleaner accounts (avg DPD 4d vs 64d cohort) | call-only agent — no field visits
1726,40,22,0.55,71.47,0.9,1.0,40,Mid,"{""last_3_remarks"": ""Customer given ptp |Customer given ptp |Customer given ptp "", ""last_3_Total_Outstanding"": ""44135|370514|6436"", ""last_3_ptp_date"": ""2025-11-07:2025-11-06:2025-10-25"", ""last_3_promised_date"": ""2025-12-05:2025-12-05:2025-11-05""}",Mid: fulfillment 55.0% (7.3pt below cohort avg 62.3%) | heavy field-visit usage (100%)
6412,71,39,0.5493,75.38,0.9718,1.0,70,Mid,"{""last_3_remarks"": ""Visited Customer home address, customer was out of city call him he said he will pay one emi in 2,3 days.|Visited Customer shop address,  meet the customer he said he will pay the emi in 2 days.|Visited Customer home address  customer address not found, called him  he said he will pay the emi till today evening or tomorrow. "", ""last_3_Total_Outstanding"": ""81898|393160|393160"", ""last_3_ptp_date"": ""2026-04-21:2026-04-16:2026-04-15"", ""last_3_promised_date"": ""2026-05-05:2026-05-05:2026-05-05""}",Mid: fulfillment 54.9% (7.4pt below cohort avg 62.3%) | heavy field-visit usage (100%)
7738,31,17,0.5484,145.26,0.9032,0.8387,30,Mid,"{""last_3_remarks"": ""Promise to pay |Promise to pay |Fund issue "", ""last_3_Total_Outstanding"": ""221902|51545|139170"", ""last_3_ptp_date"": ""2025-09-08:2025-09-08:2025-07-09"", ""last_3_promised_date"": ""2025-10-05:2025-10-05:2025-08-05""}",Mid: fulfillment 54.8% (7.5pt below cohort avg 62.3%) | works tough accounts (avg DPD 145d vs 64d cohort) | heavy field-visit usage (84%)
346,77,42,0.5455,155.78,0.961,0.8701,76,Mid,"{""last_3_remarks"": ""Customer will pay his emi|Customer is doing job at Path lab, he will pay his emi|Customer will pay his emi"", ""last_3_Total_Outstanding"": ""91140|288030|169996"", ""last_3_ptp_date"": ""2026-03-25:2026-03-23:2026-03-21"", ""last_3_promised_date"": ""2026-04-05:2026-04-05:2026-04-05""}",Mid: fulfillment 54.5% (7.8pt below cohort avg 62.3%) | works tough accounts (avg DPD 156d vs 64d cohort) | heavy field-visit usage (87%)
698,211,115,0.545,100.85,0.9953,0.9289,211,Mid,"{""last_3_remarks"": ""PTP given by customer |PTP given by customer |PTP given by customer "", ""last_3_Total_Outstanding"": ""127389|172873|11778"", ""last_3_ptp_date"": ""2026-04-15:2026-04-14:2026-04-14"", ""last_3_promised_date"": ""2026-05-05:2026-05-05:2026-05-05""}",Mid: fulfillment 54.5% (7.8pt below cohort avg 62.3%) | works tough accounts (avg DPD 101d vs 64d cohort) | heavy field-visit usage (93%) | high volume (211 PTPs) — tier is statistically reliable
12988,125,68,0.544,6.91,0.984,0.0,125,Mid,"{""last_3_remarks"": ""cm will pay tommrow|cm 25 ko pay kar denge|CM WILL PAY TODAY"", ""last_3_Total_Outstanding"": ""31286|105706|32965"", ""last_3_ptp_date"": ""2026-04-23:2026-04-23:2026-04-23"", ""last_3_promised_date"": ""2026-05-05:2026-05-05:2026-05-05""}",Mid: fulfillment 54.4% (7.9pt below cohort avg 62.3%) | works cleaner accounts (avg DPD 7d vs 64d cohort) | call-only agent — no field visits | high volume (125 PTPs) — tier is statistically reliable
7207,26,14,0.5385,227.54,1.0,0.9231,26,Mid,"{""last_3_remarks"": ""Customer promise to pay 19 jun|Customer fund issue to deu promise to pay 17 jun |Customer promise to pay 16 june "", ""last_3_Total_Outstanding"": ""37839|37839|37839"", ""last_3_ptp_date"": ""2025-06-18:2025-06-16:2025-06-13"", ""last_3_promised_date"": ""2025-07-05:2025-07-05:2025-07-05""}",Mid: fulfillment 53.8% (8.5pt below cohort avg 62.3%) | works tough accounts (avg DPD 228d vs 64d cohort) | heavy field-visit usage (92%) | low volume (26 PTPs) — tier may be noisy
6689,108,58,0.537,57.31,0.8796,1.0,108,Mid,"{""last_3_remarks"": ""cm promise to pay for today |cm promise to pay 25th April |Cm promise to pay "", ""last_3_Total_Outstanding"": ""6349|28975|6349"", ""last_3_ptp_date"": ""2026-04-22:2026-04-17:2026-04-17"", ""last_3_promised_date"": ""2026-05-05:2026-05-05:2026-05-05""}",Mid: fulfillment 53.7% (8.6pt below cohort avg 62.3%) | heavy field-visit usage (100%) | high volume (108 PTPs) — tier is statistically reliable
4852,69,37,0.5362,204.36,1.0,1.0,69,Mid,"{""last_3_remarks"": ""Customer 25 date ptp |Customer 23 date Ptp |Customer 20 date ptp "", ""last_3_Total_Outstanding"": ""59461|54392|398508"", ""last_3_ptp_date"": ""2025-07-19:2025-07-16:2025-07-16"", ""last_3_promised_date"": ""2025-08-05:2025-08-05:2025-08-05""}",Mid: fulfillment 53.6% (8.7pt below cohort avg 62.3%) | works tough accounts (avg DPD 204d vs 64d cohort) | heavy field-visit usage (100%)
11411,56,30,0.5357,34.59,0.3036,1.0,50,Mid,"{""last_3_remarks"": ""||"", ""last_3_Total_Outstanding"": ""71784|205519|7781"", ""last_3_ptp_date"": ""2026-04-16:2026-04-07:2026-04-07"", ""last_3_promised_date"": ""2026-05-05:2026-05-05:2026-05-05""}",Mid: fulfillment 53.6% (8.7pt below cohort avg 62.3%) | works cleaner accounts (avg DPD 35d vs 64d cohort) | low re-promise rate 30% — tends to escalate rather than re-accept | heavy field-visit usage (100%)
7164,180,96,0.5333,133.78,0.9444,0.9611,180,Mid,"{""last_3_remarks"": ""Vst cst address meet with customer promise to pay |Vst cst address meet with daughter arrange a call with customer promise to pay |Visit customer address meet with customer said arranging payment will pay by 22nd"", ""last_3_Total_Outstanding"": ""43531|220537|303618"", ""last_3_ptp_date"": ""2026-04-18:2026-04-10:2026-04-09"", ""last_3_promised_date"": ""2026-05-05:2026-05-05:2026-05-05""}",Mid: fulfillment 53.3% (9.0pt below cohort avg 62.3%) | works tough accounts (avg DPD 134d vs 64d cohort) | heavy field-visit usage (96%) | high volume (180 PTPs) — tier is statistically reliable
9655,30,16,0.5333,158.03,0.8,1.0,30,Mid,"{""last_3_remarks"": ""Costomer his will pay|Refuse to pay|Costomer his will pay"", ""last_3_Total_Outstanding"": ""185105|212069|254847"", ""last_3_ptp_date"": ""2025-08-28:2025-08-16:2025-08-14"", ""last_3_promised_date"": ""2025-09-05:2025-09-05:2025-09-05""}",Mid: fulfillment 53.3% (9.0pt below cohort avg 62.3%) | works tough accounts (avg DPD 158d vs 64d cohort) | heavy field-visit usage (100%)
9891,32,17,0.5312,190.34,1.0,1.0,29,Mid,"{""last_3_remarks"": ""Customer bol raha hai ki mahine ki last Tak Jama kara do|Customer bol raha hai ki 30 tarikh ko Jama kara Dunga 30 tarikh ko payment aaega mere pass|Customer bol raha hai ki mahine ki last Tak Meri Chali Jayegi mahine ke last Tak aaunga"", ""last_3_Total_Outstanding"": ""92953|49891|82996"", ""last_3_ptp_date"": ""2025-10-23:2025-10-23:2025-10-17"", ""last_3_promised_date"": ""2025-11-05:2025-11-05:2025-11-05""}",Mid: fulfillment 53.1% (9.2pt below cohort avg 62.3%) | works tough accounts (avg DPD 190d vs 64d cohort) | heavy field-visit usage (100%)
8214,149,79,0.5302,103.32,0.9866,1.0,148,Mid,"{""last_3_remarks"": ""Cm home visit but cm not available in home cm call meet me cm PTP 25 date payment pay |Cm home visit cm meet me cm PTP 23 date payment pay |Cm home visit cm meet me cm PTP 25 date payment pay "", ""last_3_Total_Outstanding"": ""426405|164416|433941"", ""last_3_ptp_date"": ""2026-04-20:2026-04-17:2026-04-16"", ""last_3_promised_date"": ""2026-05-05:2026-05-05:2026-05-05""}",Mid: fulfillment 53.0% (9.3pt below cohort avg 62.3%) | works tough accounts (avg DPD 103d vs 64d cohort) | heavy field-visit usage (100%) | high volume (149 PTPs) — tier is statistically reliable
8330,34,18,0.5294,449.32,0.9412,1.0,34,Mid,"{""last_3_remarks"": ""Ptp|Ptp|Ptp"", ""last_3_Total_Outstanding"": ""230190|230190|385103"", ""last_3_ptp_date"": ""2025-10-07:2025-10-06:2025-09-30"", ""last_3_promised_date"": ""2025-11-05:2025-11-05:2025-10-05""}",Mid: fulfillment 52.9% (9.4pt below cohort avg 62.3%) | works tough accounts (avg DPD 449d vs 64d cohort) | heavy field-visit usage (100%)
7803,306,161,0.5261,46.85,0.9869,0.0,306,Mid,"{""last_3_remarks"": ""cm will be pay on 26th feb|cm will be pay on 17th Feb after salary credit|cm will be pay 5th Feb and account maintain"", ""last_3_Total_Outstanding"": ""892440|155602|19712"", ""last_3_ptp_date"": ""2026-02-19:2026-02-07:2026-02-02"", ""last_3_promised_date"": ""2026-03-02:2026-03-01:2026-02-05""}",Mid: fulfillment 52.6% (9.7pt below cohort avg 62.3%) | works cleaner accounts (avg DPD 47d vs 64d cohort) | call-only agent — no field visits | high volume (306 PTPs) — tier is statistically reliable
7641,134,70,0.5224,139.43,0.8209,1.0,0,Mid,"{""last_3_remarks"": ""||"", ""last_3_Total_Outstanding"": ""179191|46090|48674"", ""last_3_ptp_date"": ""2026-02-16:2026-02-14:2026-02-12"", ""last_3_promised_date"": ""2026-03-05:2026-03-05:2026-03-05""}",Mid: fulfillment 52.2% (10.1pt below cohort avg 62.3%) | works tough accounts (avg DPD 139d vs 64d cohort) | heavy field-visit usage (100%) | high volume (134 PTPs) — tier is statistically reliable
12987,247,129,0.5223,2.84,0.9798,0.0,247,Mid,"{""last_3_remarks"": ""cm will be pay on 24 april |cm will be pay on 24 |cm will be pay on 24 april "", ""last_3_Total_Outstanding"": ""70645|78141|62440"", ""last_3_ptp_date"": ""2026-04-23:2026-04-23:2026-04-23"", ""last_3_promised_date"": ""2026-05-05:2026-05-05:2026-05-05""}",Mid: fulfillment 52.2% (10.1pt below cohort avg 62.3%) | works cleaner accounts (avg DPD 3d vs 64d cohort) | call-only agent — no field visits | high volume (247 PTPs) — tier is statistically reliable
9749,25,13,0.52,162.08,0.76,0.96,2,Mid,"{""last_3_remarks"": ""||"", ""last_3_Total_Outstanding"": ""30403|125987|146664"", ""last_3_ptp_date"": ""2026-01-19:2025-11-27:2025-11-24"", ""last_3_promised_date"": ""2026-02-05:2025-12-05:2025-12-05""}",Mid: fulfillment 52.0% (10.3pt below cohort avg 62.3%) | works tough accounts (avg DPD 162d vs 64d cohort) | heavy field-visit usage (96%) | low volume (25 PTPs) — tier may be noisy
12617,25,13,0.52,23.28,1.0,1.0,25,Mid,"{""last_3_remarks"": ""Customer payment kra dega |Customer payment kr dega |Customer jaldi hi payment kra dega"", ""last_3_Total_Outstanding"": ""47591|60324|72064"", ""last_3_ptp_date"": ""2026-04-22:2026-04-21:2026-04-20"", ""last_3_promised_date"": ""2026-05-05:2026-05-05:2026-05-05""}",Mid: fulfillment 52.0% (10.3pt below cohort avg 62.3%) | works cleaner accounts (avg DPD 23d vs 64d cohort) | heavy field-visit usage (100%) | low volume (25 PTPs) — tier may be noisy
11056,29,15,0.5172,7.45,1.0,0.0,29,Mid,"{""last_3_remarks"": ""cm said he will pay to 22 April 5pm |cm said he will pay to 22 April 12pm|CUSTOMER WILL PAY EMI IN 21 APRIL\n6pm "", ""last_3_Total_Outstanding"": ""74141|107745|118878"", ""last_3_ptp_date"": ""2026-04-22:2026-04-22:2026-04-21"", ""last_3_promised_date"": ""2026-05-05:2026-05-05:2026-05-05""}",Mid: fulfillment 51.7% (10.6pt below cohort avg 62.3%) | works cleaner accounts (avg DPD 7d vs 64d cohort) | call-only agent — no field visits | low volume (29 PTPs) — tier may be noisy
653,299,154,0.5151,108.27,0.9967,0.8763,299,Mid,"{""last_3_remarks"": ""Given ptp today evening sir |Given ptp 23rd sir |Given ptp 25th sir "", ""last_3_Total_Outstanding"": ""149224|149224|274026"", ""last_3_ptp_date"": ""2026-04-23:2026-04-21:2026-04-20"", ""last_3_promised_date"": ""2026-05-05:2026-05-05:2026-05-05""}",Mid: fulfillment 51.5% (10.8pt below cohort avg 62.3%) | works tough accounts (avg DPD 108d vs 64d cohort) | heavy field-visit usage (88%) | high volume (299 PTPs) — tier is statistically reliable
9630,105,54,0.5143,136.8,0.9619,0.7714,25,Mid,"{""last_3_remarks"": ""||"", ""last_3_Total_Outstanding"": ""96503|25547|34762"", ""last_3_ptp_date"": ""2026-04-08:2026-04-08:2026-04-07"", ""last_3_promised_date"": ""2026-05-05:2026-05-05:2026-05-05""}",Mid: fulfillment 51.4% (10.9pt below cohort avg 62.3%) | works tough accounts (avg DPD 137d vs 64d cohort) | heavy field-visit usage (77%) | high volume (105 PTPs) — tier is statistically reliable
9117,39,20,0.5128,105.26,0.9744,0.9744,33,Mid,"{""last_3_remarks"": ""Cm promise to pay|Cm promise to pay|Cm promise to pay 15th apr"", ""last_3_Total_Outstanding"": ""8048|48786|178355"", ""last_3_ptp_date"": ""2026-04-16:2026-04-15:2026-04-13"", ""last_3_promised_date"": ""2026-05-05:2026-05-05:2026-05-05""}",Mid: fulfillment 51.3% (11.0pt below cohort avg 62.3%) | works tough accounts (avg DPD 105d vs 64d cohort) | heavy field-visit usage (97%)
1500,39,20,0.5128,147.23,0.9231,1.0,7,Mid,"{""last_3_remarks"": ""||"", ""last_3_Total_Outstanding"": ""334797|231309|228327"", ""last_3_ptp_date"": ""2025-08-28:2025-07-05:2025-06-26"", ""last_3_promised_date"": ""2025-09-05:2025-08-05:2025-07-05""}",Mid: fulfillment 51.3% (11.0pt below cohort avg 62.3%) | works tough accounts (avg DPD 147d vs 64d cohort) | heavy field-visit usage (100%)
12851,82,42,0.5122,8.54,0.7927,0.0,82,Mid,"{""last_3_remarks"": ""ringing|16apr|30apr"", ""last_3_Total_Outstanding"": ""305060|24408|88064"", ""last_3_ptp_date"": ""2026-04-12:2026-04-12:2026-04-12"", ""last_3_promised_date"": ""2026-05-05:2026-05-05:2026-05-05""}",Mid: fulfillment 51.2% (11.1pt below cohort avg 62.3%) | works cleaner accounts (avg DPD 9d vs 64d cohort) | call-only agent — no field visits
10038,49,25,0.5102,62.53,1.0,1.0,49,Mid,"{""last_3_remarks"": ""Promise to pay |Promise to pay |Promise to pay "", ""last_3_Total_Outstanding"": ""170384|49726|48812"", ""last_3_ptp_date"": ""2026-04-23:2026-04-23:2026-04-23"", ""last_3_promised_date"": ""2026-05-05:2026-05-05:2026-05-05""}",Mid: fulfillment 51.0% (11.3pt below cohort avg 62.3%) | heavy field-visit usage (100%)
8164,91,46,0.5055,87.85,0.978,0.0,91,Mid,"{""last_3_remarks"": ""CUSTOMER SAID HE WILL PAY AFTER 1 HOURS|CUSTOMER SAID HE WILLPAY ON TODAY 5PM\n|CUSTOMER SAID HE WILLPAY ON TODAY 5PM\n"", ""last_3_Total_Outstanding"": ""79427|0|0"", ""last_3_ptp_date"": ""2025-05-13:2025-05-13:2025-05-13"", ""last_3_promised_date"": ""2025-06-05:2025-06-05:2025-06-05""}",Mid: fulfillment 50.5% (11.8pt below cohort avg 62.3%) | works tough accounts (avg DPD 88d vs 64d cohort) | call-only agent — no field visits
6934,94,47,0.5,78.46,0.9574,0.0,94,Mid,"{""last_3_remarks"": ""cm will pay 15 may |cm will pay 18 may |cm will pay 15 may "", ""last_3_Total_Outstanding"": ""65303|110621|10715"", ""last_3_ptp_date"": ""2025-05-14:2025-05-14:2025-05-14"", ""last_3_promised_date"": ""2025-06-05:2025-06-05:2025-06-05""}",Mid: fulfillment 50.0% (12.3pt below cohort avg 62.3%) | call-only agent — no field visits
9868,104,52,0.5,78.18,0.9904,1.0,104,Mid,"{""last_3_remarks"": ""Ptp on 26 april.|Visit on customer current address, customer ptp his due emi within half an hour.|Ptp on 21 april for sure."", ""last_3_Total_Outstanding"": ""230524|50668|142128"", ""last_3_ptp_date"": ""2026-04-23:2026-04-23:2026-04-17"", ""last_3_promised_date"": ""2026-05-05:2026-05-05:2026-05-05""}",Mid: fulfillment 50.0% (12.3pt below cohort avg 62.3%) | heavy field-visit usage (100%) | high volume (104 PTPs) — tier is statistically reliable
